Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date,geo_lat,geo_lon
360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43614,LUCAS,(419) 383-3407,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,41.619478,-83.620893
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,(937) 208-3023,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.7444617,-84.185205
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,(937) 208-3023,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.7444617,-84.185205
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,(937) 208-3023,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.7444617,-84.185205
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,(937) 208-3023,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.7444617,-84.185205
360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,(740) 446-5030,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,38.8464575,-82.2375331
360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,(740) 446-5030,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,38.8464575,-82.2375331
360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,(740) 446-5030,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,38.8464575,-82.2375331
360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,(740) 446-5030,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,38.8464575,-82.2375331
360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,(330) 841-9011,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,41.2352561,-80.7986961
360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,(330) 841-9011,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.2352561,-80.7986961
360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,(330) 841-9011,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.2352561,-80.7986961
360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,(330) 841-9011,SM_7,Maternal Morbidity Structural Measure,Not Available,Not Applicable,5,01/01/2024,12/31/2024,41.2352561,-80.7986961
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,3000 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,(513) 870-7000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.311064,-84.518725
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,3000 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,(513) 870-7000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.311064,-84.518725
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,3000 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,(513) 870-7000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.311064,-84.518725
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,3000 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,(513) 870-7000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.311064,-84.518725
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,(419) 678-4843,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.4806729,-84.64008
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,(419) 678-4843,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.4806729,-84.64008
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,(419) 678-4843,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.4806729,-84.64008
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,(419) 678-4843,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.4806729,-84.64008
360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,(216) 778-7089,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.4604102,-81.697947
360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,(216) 778-7089,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.4604102,-81.697947
360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,(216) 778-7089,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.4604102,-81.697947
360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,(216) 778-7089,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.4604102,-81.697947
360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,MAHONING,(330) 480-3022,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.1139164,-80.6580539
360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,MAHONING,(330) 480-3022,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.1139164,-80.6580539
360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,MAHONING,(330) 480-3022,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.1139164,-80.6580539
360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,MAHONING,(330) 480-3022,SM_7,Maternal Morbidity Structural Measure,No,Not Applicable,,01/01/2024,12/31/2024,41.1139164,-80.6580539
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,HURON,(419) 668-8101,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.2245925,-82.603976
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,HURON,(419) 668-8101,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.2245925,-82.603976
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,HURON,(419) 668-8101,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.2245925,-82.603976
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,HURON,(419) 668-8101,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.2245925,-82.603976
360066,MERCY HEALTH-ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,LIMA,OH,45801,ALLEN,(419) 227-3361,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.7404231,-84.1192008
360066,MERCY HEALTH-ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,LIMA,OH,45801,ALLEN,(419) 227-3361,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.7404231,-84.1192008
360066,MERCY HEALTH-ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,LIMA,OH,45801,ALLEN,(419) 227-3361,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.7404231,-84.1192008
360066,MERCY HEALTH-ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,LIMA,OH,45801,ALLEN,(419) 227-3361,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.7404231,-84.1192008
360068,PROMEDICA TOLEDO HOSPITAL,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,LUCAS,(419) 291-7463,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.6737582,-83.5949171
360068,PROMEDICA TOLEDO HOSPITAL,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,LUCAS,(419) 291-7463,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.6737582,-83.5949171
360068,PROMEDICA TOLEDO HOSPITAL,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,LUCAS,(419) 291-7463,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.6737582,-83.5949171
360068,PROMEDICA TOLEDO HOSPITAL,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,LUCAS,(419) 291-7463,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.6737582,-83.5949171
36006F,88th Medical Group (Wright-Patterson AFB),88 MDG 4881 Sugar Maple Dr,Wright-Patterson AFB,OH,45433,GREENE,(937) 257-9926,SM_7,Maternal Morbidity Structural Measure,Not Available,Not Applicable,5,01/01/2024,12/31/2024,,
360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,STARK,(330) 489-1111,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.8141869,-81.395739
360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,STARK,(330) 489-1111,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.8141869,-81.395739
360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,STARK,(330) 489-1111,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.8141869,-81.395739
360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,STARK,(330) 489-1111,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.8141869,-81.395739
360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,VAN WERT,(419) 238-8627,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,40.8506685,-84.5790986
360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,VAN WERT,(419) 238-8627,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,40.8506685,-84.5790986
360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,VAN WERT,(419) 238-8627,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,40.8506685,-84.5790986
360071,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,OH,45891,VAN WERT,(419) 238-8627,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,40.8506685,-84.5790986
360072,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,OH,43130,FAIRFIELD,(740) 687-8000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.7187569,-82.5761634
360072,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,OH,43130,FAIRFIELD,(740) 687-8000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.7187569,-82.5761634
360072,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,OH,43130,FAIRFIELD,(740) 687-8000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.7187569,-82.5761634
360072,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,OH,43130,FAIRFIELD,(740) 687-8000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.7187569,-82.5761634
360075,UH REGIONAL HOSPITALS,13207 RAVENNA ROAD,CHARDON,OH,44024,GEAUGA,(440) 285-6246,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.5085729,-81.1904819
360075,UH REGIONAL HOSPITALS,13207 RAVENNA ROAD,CHARDON,OH,44024,GEAUGA,(440) 285-6246,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.5085729,-81.1904819
360075,UH REGIONAL HOSPITALS,13207 RAVENNA ROAD,CHARDON,OH,44024,GEAUGA,(440) 285-6246,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.5085729,-81.1904819
360075,UH REGIONAL HOSPITALS,13207 RAVENNA ROAD,CHARDON,OH,44024,GEAUGA,(440) 285-6246,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.5085729,-81.1904819
360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,(513) 420-5102,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.9922624,-83.0220446
360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,(513) 420-5102,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9922624,-83.0220446
360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,(513) 420-5102,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9922624,-83.0220446
360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,(513) 420-5102,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.9922624,-83.0220446
360077,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,OH,44111,CUYAHOGA,(216) 476-7000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.4493903,-81.8231575
360077,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,OH,44111,CUYAHOGA,(216) 476-7000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.4493903,-81.8231575
360077,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,OH,44111,CUYAHOGA,(216) 476-7000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.4493903,-81.8231575
360077,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,OH,44111,CUYAHOGA,(216) 476-7000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.4493903,-81.8231575
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT,RAVENNA,OH,44266,PORTAGE,(330) 297-2300,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,41.1756518,-81.2495582
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT,RAVENNA,OH,44266,PORTAGE,(330) 297-2300,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.1756518,-81.2495582
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT,RAVENNA,OH,44266,PORTAGE,(330) 297-2300,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.1756518,-81.2495582
360078,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,6847 N CHESTNUT,RAVENNA,OH,44266,PORTAGE,(330) 297-2300,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,41.1756518,-81.2495582
360079,KETTERING HEALTH MAIN CAMPUS,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,MONTGOMERY,(937) 298-4331,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.6962082,-84.1906759
360079,KETTERING HEALTH MAIN CAMPUS,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,MONTGOMERY,(937) 298-4331,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.6962082,-84.1906759
360079,KETTERING HEALTH MAIN CAMPUS,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,MONTGOMERY,(937) 298-4331,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.6962082,-84.1906759
360079,KETTERING HEALTH MAIN CAMPUS,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,MONTGOMERY,(937) 298-4331,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.6962082,-84.1906759
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,BELMONT,(740) 633-1100,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,,
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,BELMONT,(740) 633-1100,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,,
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,BELMONT,(740) 633-1100,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,,
360080,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,BELMONT,(740) 633-1100,SM_7,Maternal Morbidity Structural Measure,Not Available,Not Applicable,5,01/01/2024,12/31/2024,,
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,EUCLID,OH,44119,CUYAHOGA,(216) 531-9000,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,41.5969085,-81.5473048
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,EUCLID,OH,44119,CUYAHOGA,(216) 531-9000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.5969085,-81.5473048
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,EUCLID,OH,44119,CUYAHOGA,(216) 531-9000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.5969085,-81.5473048
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,EUCLID,OH,44119,CUYAHOGA,(216) 531-9000,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,41.5969085,-81.5473048
360084,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,(330) 363-9911,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,40.7989,-81.3784
360084,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,(330) 363-9911,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,40.7989,-81.3784
360084,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,(330) 363-9911,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,40.7989,-81.3784
360084,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,(330) 363-9911,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,40.7989,-81.3784
360085,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,FRANKLIN,(614) 293-9700,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.9939864,-83.0206221
360085,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,FRANKLIN,(614) 293-9700,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9939864,-83.0206221
360085,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,FRANKLIN,(614) 293-9700,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9939864,-83.0206221
360085,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,FRANKLIN,(614) 293-9700,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.9939864,-83.0206221
360086,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,SPRINGFIELD,OH,45504,CLARK,(937) 523-5500,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,39.9242,-83.8088
360086,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,SPRINGFIELD,OH,45504,CLARK,(937) 523-5500,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9242,-83.8088
360086,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,SPRINGFIELD,OH,45504,CLARK,(937) 523-5500,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,39.9242,-83.8088
360086,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,SPRINGFIELD,OH,45504,CLARK,(937) 523-5500,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,39.9242,-83.8088
360087,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,CUYAHOGA,(216) 696-4300,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,41.486987,-81.7069201
360087,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,CUYAHOGA,(216) 696-4300,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.486987,-81.7069201
360087,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,CUYAHOGA,(216) 696-4300,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,5,01/01/2024,12/31/2024,41.486987,-81.7069201
360087,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,CUYAHOGA,(216) 696-4300,SM_7,Maternal Morbidity Structural Measure,Not Applicable (our hospital does not provide inpatient labor/delivery care),Not Applicable,,01/01/2024,12/31/2024,41.486987,-81.7069201
360089,MERCY HEALTH - TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,SENECA,(419) 455-7000,PC_02,Cesarean Birth,Not Available,Not Available,4,01/01/2024,12/31/2024,41.1051197,-83.2170231
360089,MERCY HEALTH - TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,SENECA,(419) 455-7000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,4,01/01/2024,12/31/2024,41.1051197,-83.2170231
360089,MERCY HEALTH - TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,SENECA,(419) 455-7000,PC_07b,Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases),Not Available,Not Available,4,01/01/2024,12/31/2024,41.1051197,-83.2170231
360089,MERCY HEALTH - TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,SENECA,(419) 455-7000,SM_7,Maternal Morbidity Structural Measure,Yes,Not Applicable,,01/01/2024,12/31/2024,41.1051197,-83.2170231
360091,MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,MEDINA,OH,44256,MEDINA,(330) 725-1000,PC_02,Cesarean Birth,Not Available,Not Available,5,01/01/2024,12/31/2024,41.139027,-81.839214
360091,MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,MEDINA,OH,44256,MEDINA,(330) 725-1000,PC_07a,Risk Adjusted Severe Obstetric Complications (All),Not Available,Not Available,5,01/01/2024,12/31/2024,41.139027,-81.839214
